CUST_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,AGE_BKT,SCR,HOLDING_PERIOD,ACC_TYPE,ACC_OP_DATE,LEN_OF_RLTN_IN_MNTH,NO_OF_L_CR_TXNS,NO_OF_L_DR_TXNS,TOT_NO_OF_L_TXNS,NO_OF_BR_CSH_WDL_DR_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_NET_DR_TXNS,NO_OF_MOB_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_BR_CSH_WDL_DR,AMT_CHQ_DR,AMT_NET_DR,AMT_MOB_DR,AMT_L_DR,FLG_HAS_ANY_CHGS,AMT_OTH_BK_ATM_USG_CHGS,AMT_MIN_BAL_NMC_CHGS,NO_OF_IW_CHQ_BNC_TXNS,NO_OF_OW_CHQ_BNC_TXNS,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CSH_WDL_TXN,AVG_AMT_PER_CHQ_TXN,AVG_AMT_PER_NET_TXN,AVG_AMT_PER_MOB_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN,random
C16388,0,51,F,1909643.48,SENP,>50,292,8,CA,11/29/2005,138,20,26,46,9,3,8,2,4,1,38600,53960,184520,592952,136017,1006049,0,0,0,0,0,12866.67,5995.56,46130,74119,68008.5,1,0,0.028365096
C9016,0,30,F,2964678.16,SENP,26-30,578,23,SA,07/08/2013,47,9,1,10,0,1,0,0,0,0,4900,0,0,0,0,4900,0,0,0,0,0,4900,0,0,0,0,1,0,0.028435302
C11442,0,33,F,125220.94,SENP,31-35,103,17,SA,4/29/2009,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.028651577
C9810,0,28,M,57931.27,SELF-EMP,26-30,528,25,SA,12/06/2002,174,11,4,15,3,1,0,0,0,1,17900,686180,0,0,0,704080,0,0,0,0,0,17900,228726.67,0,0,0,1,0,0.029229207
C18334,0,50,F,1080801.31,SENP,46-50,327,1,SA,7/15/2002,179,10,5,15,1,1,1,0,2,0,7000,169170,67000,764281,0,1007451,0,0,0,0,0,7000,169170,33500,764281,0,1,1,0.029999447
C9144,0,50,M,19057.06,SENP,46-50,663,31,SA,2/21/2013,51,7,2,9,0,1,0,1,0,0,17800,0,0,0,156525,174325,0,0,0,0,0,17800,0,0,0,156525,1,1,0.030065943
C4322,0,23,M,1351631.36,SENP,<25,285,27,SA,10/15/2009,92,14,4,18,3,0,1,0,0,0,0,746530,0,570454,0,1316984,0,0,0,0,0,0,248843.33,0,570454,0,1,1,0.03058077
C10025,0,30,F,893523.05,SENP,26-30,610,16,CA,6/19/2014,35,12,14,26,0,2,4,1,7,0,3400,0,52340,313621,103174,472535,0,0,0,0,0,1700,0,7477.14,78405.25,103174,1,1,0.030621938
C13644,0,55,F,175931.46,PROF,>50,268,3,SA,5/27/1999,216,11,10,21,4,1,0,1,4,0,1800,623090,22940,0,7593,655423,1,0,0,1,0,1800,155772.5,5735,0,7593,1,0,0.030756175
C5536,0,25,M,1514478.2,SAL,<25,197,18,SA,09/02/2009,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.030898933
C15487,0,23,M,1001672.05,PROF,<25,968,8,SA,10/11/2013,44,7,5,12,1,1,1,0,2,0,9400,962100,19040,705207,0,1695747,0,0,0,0,0,9400,962100,9520,705207,0,1,1,0.030938518
C1552,0,47,F,496086.6,SELF-EMP,46-50,251,26,SA,10/24/2011,67,4,3,7,1,1,1,0,0,0,17500,73410,0,808865,0,899775,0,0,0,0,0,17500,73410,0,808865,0,1,0,0.031035408
C1485,0,27,M,57673.74,PROF,26-30,324,24,CA,3/17/2005,147,12,3,15,1,2,0,0,0,0,3700,331490,0,0,0,335190,0,0,0,0,0,1850,331490,0,0,0,0,1,0.032249301
C18542,0,32,M,260875.74,SENP,31-35,185,4,SA,5/13/2010,85,16,14,30,4,2,3,1,4,0,43900,225880,93370,167255,139151,669556,0,0,0,0,0,21950,56470,23342.5,55751.67,139151,1,1,0.032365259
C10384,0,47,F,545765.5,SAL,46-50,319,19,SA,05/06/2005,145,2,2,4,0,0,0,0,2,1,0,0,35590,0,0,35590,0,0,0,0,0,0,0,17795,0,0,1,0,0.032399311
C263,0,31,M,31089.86,SENP,31-35,175,30,SA,8/16/2009,94,16,4,20,4,0,0,0,0,1,0,965300,0,0,0,965300,0,0,0,0,0,0,241325,0,0,0,1,1,0.03286141
C138,0,40,M,759904.07,SENP,36-40,343,23,SA,11/10/2012,55,0,1,1,0,0,0,1,0,0,0,0,0,0,62258,62258,0,0,0,0,0,0,0,0,0,62258,0,1,0.032900317
C18507,0,28,M,3644.8,SAL,26-30,823,8,SA,02/12/1999,220,16,14,30,1,2,4,1,6,1,49400,688460,417130,381763,133276,1670029,0,0,0,0,0,24700,688460,69521.67,95440.75,133276,1,0,0.033047718
C10626,0,29,M,286243.81,SAL,26-30,320,12,SA,9/22/2011,68,7,7,14,1,1,1,0,4,0,13200,203090,25600,481949,0,723839,0,0,0,0,0,13200,203090,6400,481949,0,1,1,0.033117726
C17624,0,52,F,32468.71,SENP,>50,970,6,SA,4/30/2001,193,8,5,13,2,1,1,0,1,1,1500,869900,0,600863,0,1472263,0,0,0,0,0,1500,434950,0,600863,0,1,1,0.033768158
C4303,0,47,F,545765.5,SAL,46-50,319,19,SA,05/06/2005,145,2,2,4,0,0,0,0,2,1,0,0,35590,0,0,35590,0,0,0,0,0,0,0,17795,0,0,1,0,0.033799187
C9946,0,33,M,0,SELF-EMP,31-35,104,18,SA,8/22/2012,57,4,3,7,0,0,0,0,3,0,0,0,22390,0,0,22390,1,0,170,0,0,0,0,7463.33,0,0,1,1,0.034226152
C5898,0,27,M,240508.55,SENP,26-30,932,23,SA,04/03/2011,74,2,1,3,1,0,0,0,0,0,0,595920,0,0,0,595920,0,0,0,0,0,0,595920,0,0,0,1,1,0.034253939
C3063,0,24,M,193145.11,SENP,<25,330,28,SA,04/02/2004,158,13,2,15,0,1,0,0,1,0,8800,0,87340,0,0,96140,0,0,0,0,0,8800,0,87340,0,0,1,1,0.034472389
C3686,0,33,F,81161.31,PROF,31-35,834,19,SA,03/02/2009,99,4,3,7,2,0,0,0,1,0,0,276440,0,0,0,276440,1,0,0,0,0,0,138220,0,0,0,1,1,0.034655681
C10190,0,36,M,505691.27,PROF,36-40,501,27,SA,11/12/2010,79,14,3,17,2,1,0,0,0,1,9500,348050,0,0,0,357550,0,0,0,0,0,9500,174025,0,0,0,1,0,0.035093059
C12106,0,32,M,2238327.8,SENP,31-35,367,29,CA,1/29/2003,172,20,2,22,1,0,1,0,0,1,0,99420,0,365481,0,464901,0,0,0,0,0,0,99420,0,365481,0,1,1,0.03520429
C19583,0,29,M,404617.04,SAL,26-30,619,1,CA,9/19/2002,176,51,21,72,4,2,6,1,8,1,17200,496860,387920,896517,190116,1988613,0,0,0,0,0,8600,124215,48490,149419.5,190116,1,1,0.035237844
C11696,0,44,M,172769.05,PROF,41-45,862,30,SA,3/28/2011,74,5,1,6,0,1,0,0,0,1,1600,0,0,0,0,1600,0,0,0,0,0,1600,0,0,0,0,0,0,0.035673327
C18830,0,44,M,274176.87,SAL,41-45,902,8,SA,06/04/2013,48,8,6,14,0,1,1,0,4,0,5500,0,92480,103471,0,201451,0,0,0,0,0,5500,0,23120,103471,0,1,1,0.03616035
C10249,0,43,M,56208.86,SAL,41-45,856,10,SA,2/14/2007,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.036192921
C8940,0,46,M,221530.07,SAL,46-50,294,10,CA,2/28/2003,171,29,27,56,6,3,8,2,8,0,31200,274530,653870,315332,6308,1281240,1,0,0,1,0,10400,45755,81733.75,39416.5,3154,1,0,0.036244542
C18887,0,41,M,174789.94,SENP,41-45,258,5,SA,03/01/2013,51,2,1,3,0,0,0,0,1,0,0,0,32430,0,0,32430,0,0,0,0,0,0,0,32430,0,0,1,0,0.036330895
C13010,1,51,M,50969.87,SAL,>50,348,13,CA,11/26/2010,78,6,3,9,1,0,0,0,2,0,0,246500,79630,0,0,326130,0,0,0,0,0,0,246500,39815,0,0,1,1,0.036441667
C13461,1,33,M,3.93,SELF-EMP,31-35,528,10,CA,10/15/2000,200,50,20,70,8,2,5,1,4,0,16800,518700,49450,221243,158114,964307,1,0,170,0,0,8400,64837.5,12362.5,44248.6,158114,0,1,0.036507124
C3925,0,51,F,749336.45,PROF,>50,620,16,SA,5/15/2007,121,10,6,16,1,1,0,0,4,1,15300,485680,21300,0,0,522280,0,0,0,0,0,15300,485680,5325,0,0,0,1,0.03694344
C11037,0,49,F,181804.15,SENP,46-50,296,22,SA,7/18/1999,214,11,2,13,1,1,0,0,0,1,9700,491060,0,0,0,500760,0,0,0,0,0,9700,491060,0,0,0,1,1,0.036985261
C14073,0,41,M,101631.05,SAL,41-45,329,1,SA,9/15/2006,129,6,6,12,1,1,0,0,4,1,15000,592150,89560,0,0,696710,0,0,0,0,0,15000,592150,22390,0,0,1,0,0.037111381
C16167,0,31,F,215329.19,PROF,31-35,404,5,SA,10/12/2000,200,7,5,12,0,1,0,0,4,1,600,0,15990,0,0,16590,0,0,0,0,0,600,0,3997.5,0,0,1,1,0.037317917
C19594,0,37,M,15521.99,PROF,36-40,760,9,SA,08/07/2009,94,2,2,4,0,0,0,0,2,1,0,0,63090,0,0,63090,1,0,0,0,1,0,0,31545,0,0,1,0,0.037362518
C4792,0,53,O,94711.95,SAL,>50,318,15,CA,8/28/2002,177,59,1,60,1,0,0,0,0,0,0,226660,0,0,0,226660,0,0,0,0,0,0,226660,0,0,0,1,0,0.038111032
C14296,1,29,M,149855.46,SAL,26-30,425,3,SA,09/02/2009,93,6,5,11,2,1,1,0,1,1,900,271280,0,267380,0,539560,0,0,0,0,0,900,135640,0,267380,0,1,0,0.038444367
C10051,0,23,M,639325.16,SENP,<25,928,19,SA,05/12/2013,49,11,6,17,1,1,0,0,4,0,15600,761280,44100,0,0,820980,0,0,0,0,0,15600,761280,11025,0,0,1,0,0.03846192
C13097,1,44,F,31839.27,SELF-EMP,41-45,813,23,CA,09/11/2010,81,37,3,40,2,1,0,0,0,0,6800,393550,0,0,0,400350,0,0,0,0,0,6800,196775,0,0,0,1,0,0.038564411
C2641,0,34,M,3243985.35,SAL,31-35,245,13,SA,08/04/2013,46,4,3,7,0,0,0,0,3,0,0,0,34640,0,0,34640,0,0,0,0,0,0,0,11546.67,0,0,1,1,0.038714566
C6045,0,44,F,4966.39,SENP,41-45,112,28,CA,1/24/2008,112,11,1,12,1,0,0,0,0,0,0,733020,0,0,0,733020,0,0,0,0,0,0,733020,0,0,0,1,0,0.039005526
C6609,0,43,M,475995.49,PROF,41-45,333,28,SA,08/04/2008,106,4,1,5,0,0,1,0,0,0,0,0,0,337367,0,337367,0,0,0,0,0,0,0,0,337367,0,1,1,0.039142086
C6525,0,43,F,102740.74,SENP,41-45,391,15,CA,10/16/2011,68,18,1,19,1,0,0,0,0,0,0,924220,0,0,0,924220,0,0,0,0,0,0,924220,0,0,0,1,1,0.039300577
C9270,0,50,O,4110.03,PROF,46-50,613,13,CA,9/19/2012,56,48,19,67,2,2,6,1,8,0,34500,715940,523440,104296,57918,1436094,0,0,0,0,0,17250,357970,65430,17382.67,57918,1,1,0.039518295
C18901,0,46,M,642651.25,SAL,46-50,627,7,SA,3/16/2011,75,2,2,4,1,0,0,0,1,0,0,555360,0,0,0,555360,0,0,0,0,0,0,555360,0,0,0,1,0,0.039570307
C233,0,25,M,774050.75,PROF,<25,189,16,SA,3/21/2009,98,7,5,12,1,1,1,0,2,0,11500,131020,91080,1692,0,235292,0,0,0,0,0,11500,131020,45540,1692,0,1,1,0.039578926
C6166,0,42,M,98435.86,SAL,41-45,627,18,SA,12/13/2006,126,14,7,21,3,1,1,0,2,0,5800,799340,92200,700833,0,1598173,0,0,0,0,0,5800,266446.67,46100,700833,0,1,0,0.039679867
C13858,0,45,M,483984.58,SAL,41-45,760,4,CA,2/17/2001,196,50,20,70,0,2,6,1,11,0,13400,0,362610,230030,99964,706004,0,0,0,0,0,6700,0,32964.55,38338.33,99964,1,1,0.039976608
C13518,1,25,M,257174.4,PROF,<25,693,24,CA,10/17/2002,176,19,4,23,4,0,0,0,0,0,0,105760,0,0,0,105760,0,0,0,0,0,0,26440,0,0,0,1,1,0.040491227
C10332,0,45,M,206276.93,SENP,41-45,282,26,SA,6/17/2013,48,6,2,8,1,0,1,0,0,0,0,739080,0,472761,0,1211841,0,0,0,0,0,0,739080,0,472761,0,1,1,0.040655753
C7663,0,47,M,7855.35,PROF,46-50,612,29,CA,06/10/2002,180,42,1,43,1,0,0,0,0,0,0,122110,0,0,0,122110,0,0,0,0,0,0,122110,0,0,0,1,0,0.040670809
C3265,0,35,F,1029867.05,PROF,31-35,378,14,SA,05/12/2002,181,5,4,9,2,0,0,0,2,0,0,469700,28780,0,0,498480,0,0,0,0,0,0,234850,14390,0,0,1,1,0.041699127
C15368,0,46,M,38648.98,SAL,46-50,310,1,SA,01/03/2006,137,6,6,12,1,1,0,0,4,0,6500,317470,40610,0,0,364580,0,0,0,0,0,6500,317470,10152.5,0,0,1,0,0.04185241
C3120,0,30,M,88618.58,SAL,26-30,162,18,SA,11/24/2002,174,4,6,10,1,1,0,0,4,0,18600,102270,37620,0,0,158490,1,0,0,0,0,18600,102270,9405,0,0,1,1,0.042145745
C19138,0,30,M,57516.47,SAL,26-30,882,8,CA,07/01/2007,119,30,28,58,2,3,8,2,13,0,30800,185280,3786080,518838,93464,4614462,0,0,0,0,0,10266.67,92640,291236.92,64854.75,46732,1,0,0.04216516
C9917,0,25,M,455104.48,SAL,<25,175,31,SA,06/09/2014,36,11,1,12,0,0,0,1,0,0,0,0,0,0,190805,190805,0,0,0,0,0,0,0,0,0,190805,1,1,0.042184008
C18870,0,31,M,50747.71,PROF,31-35,268,1,CA,10/17/2002,176,16,21,37,10,2,6,1,2,1,9400,690050,79760,670737,91190,1541137,0,0,0,0,0,4700,69005,39880,111789.5,91190,1,0,0.042992914
C16574,0,33,F,985654.12,SENP,31-35,278,4,CA,6/16/2012,60,29,27,56,0,3,8,2,14,1,34100,0,286940,334609,105725,761374,1,0,0,0,1,11366.67,0,20495.71,41826.12,52862.5,0,1,0.043231088
C16641,0,32,F,7186.48,SELF-EMP,31-35,296,1,SA,12/05/2011,66,7,5,12,1,1,1,0,2,0,18200,849660,90000,434981,0,1392841,0,0,0,0,0,18200,849660,45000,434981,0,1,1,0.043343551
C9798,0,29,M,284022.89,PROF,26-30,450,19,SA,8/25/2003,165,9,5,14,0,1,0,0,4,0,18400,0,11070,0,0,29470,0,0,0,0,0,18400,0,2767.5,0,0,1,0,0.043456881
C13591,1,30,M,440072.66,SAL,26-30,850,18,SA,12/01/2013,42,14,7,21,2,1,0,0,4,1,9300,909570,61200,0,0,980070,0,0,0,0,0,9300,454785,15300,0,0,1,1,0.043496009
C1897,0,52,F,125521.1,SENP,>50,444,21,SA,02/10/2011,76,1,3,4,0,3,0,0,0,1,1500,0,0,0,0,1500,0,0,0,0,0,500,0,0,0,0,1,0,0.043672941
C2498,0,36,F,665039.09,PROF,36-40,429,19,SA,05/12/2014,37,12,6,18,1,1,0,0,4,1,7800,576260,83330,0,0,667390,0,0,0,0,0,7800,576260,20832.5,0,0,0,0,0.043843195
C16019,0,29,M,73775.91,PROF,26-30,109,9,SA,8/27/2012,57,5,5,10,2,1,1,0,1,1,4400,134710,0,661815,0,800925,0,0,0,0,0,4400,67355,0,661815,0,1,0,0.044136165
C5579,0,44,M,194882.27,SAL,41-45,630,14,CA,01/09/2011,77,15,18,33,8,2,0,1,7,0,38900,663440,539560,0,42293,1284193,0,0,0,1,0,19450,82930,77080,0,42293,1,1,0.045257023
C18074,1,45,M,188037.63,PROF,41-45,257,9,SA,11/14/1999,211,6,7,13,2,1,0,0,4,0,11700,156130,73770,0,0,241600,0,0,0,0,0,11700,78065,18442.5,0,0,1,0,0.045452971
C7910,0,51,F,180882.65,SENP,>50,223,15,SA,02/06/2002,184,10,6,16,1,1,0,0,4,0,5300,564510,13350,0,0,583160,0,0,0,0,0,5300,564510,3337.5,0,0,1,0,0.045456175
C8156,0,25,F,215968.78,PROF,<25,463,30,CA,11/27/2012,54,0,3,3,0,1,2,0,0,0,11200,0,0,62918,0,74118,0,0,0,0,0,11200,0,0,31459,0,1,1,0.045532335
C12368,1,22,M,971583.12,SELF-EMP,<25,501,18,SA,2/25/2014,39,4,3,7,1,0,0,0,2,0,0,570140,70080,0,0,640220,0,0,0,1,0,0,570140,35040,0,0,1,0,0.046105843
C12354,1,50,M,233498.45,PROF,46-50,265,21,SA,08/12/2012,58,20,4,24,3,1,0,0,0,1,4200,30630,0,0,0,34830,0,0,0,0,0,4200,10210,0,0,0,1,1,0.046633401
C14025,0,27,F,189352.87,SENP,26-30,176,6,SA,12/17/2003,162,10,5,15,1,1,1,0,2,1,19800,21120,86920,743308,0,871148,0,0,0,0,0,19800,21120,43460,743308,0,1,0,0.046927792
C3299,0,31,M,689085.32,SAL,31-35,423,11,SA,11/16/2010,79,12,6,18,0,1,1,0,4,1,13900,0,10690,93296,0,117886,0,0,0,0,0,13900,0,2672.5,93296,0,1,0,0.04692785
C13649,0,40,M,325527.17,SAL,36-40,207,7,SA,7/25/2001,190,5,4,9,1,0,0,0,3,0,0,403960,97410,0,0,501370,0,0,0,0,0,0,403960,32470,0,0,1,0,0.04699883
C10786,0,25,M,475995.49,SAL,<25,146,19,SA,7/20/2004,154,20,16,36,10,2,0,1,3,0,21600,651390,17020,0,149852,839862,0,0,0,0,0,10800,65139,5673.33,0,149852,1,1,0.047167591
C9417,0,52,F,66811.66,SELF-EMP,>50,180,25,SA,06/11/2014,36,10,1,11,1,0,0,0,0,0,0,602210,0,0,0,602210,0,0,0,0,0,0,602210,0,0,0,0,1,0.04765372
C19666,0,26,F,100299.11,PROF,26-30,496,1,SA,04/11/2003,170,9,5,14,1,1,1,0,2,0,1500,633540,32500,805100,0,1472640,0,0,0,0,0,1500,633540,16250,805100,0,1,0,0.047707877
C2869,0,28,M,167907.59,PROF,26-30,316,30,CA,05/03/2010,85,23,2,25,0,1,1,0,0,1,16700,0,0,622011,0,638711,0,0,0,0,0,16700,0,0,622011,0,1,0,0.047915323
C7043,0,34,F,77397.47,PROF,31-35,241,21,SA,4/27/2011,73,8,2,10,1,0,0,1,0,1,0,56720,0,0,102747,159467,0,0,0,0,0,0,56720,0,0,102747,1,1,0.048196871
C13904,0,43,M,38825.32,PROF,41-45,705,9,SA,06/04/2002,180,6,6,12,1,1,0,0,4,0,14300,686200,16780,0,0,717280,0,0,0,0,0,14300,686200,4195,0,0,1,0,0.048539321
C18682,1,50,F,283944.02,SENP,46-50,329,9,SA,1/15/2000,209,12,6,18,2,1,1,0,2,0,2300,360880,81050,194023,0,638253,0,0,0,0,0,2300,180440,40525,194023,0,1,1,0.048756135
C19998,0,37,M,13484.89,SELF-EMP,36-40,923,9,SA,10/28/2009,91,8,5,13,1,1,1,0,2,1,5500,278580,63900,24001,0,371981,0,0,0,0,0,5500,278580,31950,24001,0,1,0,0.048875573
C665,0,26,M,877536.48,PROF,26-30,215,31,CA,5/20/2005,144,20,4,24,2,0,1,1,0,0,0,418850,0,125747,189332,733929,0,0,0,0,0,0,209425,0,125747,189332,0,1,0.048976911
C11694,0,45,F,9217.47,SENP,41-45,850,24,SA,12/14/1999,210,8,4,12,3,1,0,0,0,0,16600,715110,0,0,0,731710,0,0,0,0,0,16600,238370,0,0,0,1,0,0.049029171
C9479,0,22,M,424560.19,SAL,<25,318,29,CA,9/23/2001,188,10,4,14,4,0,0,0,0,0,0,822120,0,0,0,822120,0,0,0,0,0,0,205530,0,0,0,1,1,0.049286942
C7864,0,32,F,394828.57,SAL,31-35,227,16,SA,03/08/2002,183,5,4,9,0,0,0,0,4,0,0,0,28460,0,0,28460,0,0,0,0,0,0,0,7115,0,0,1,0,0.049479713
C9925,0,37,F,470486.07,SAL,36-40,809,28,CA,07/08/2003,167,13,4,17,1,1,1,1,0,0,3200,877570,0,793483,196291,1870544,0,0,0,0,0,3200,877570,0,793483,196291,1,0,0.049508265
C13886,0,25,M,3209533.12,SAL,<25,332,7,SA,6/20/2004,155,7,7,14,3,1,1,0,2,0,14700,627310,62400,775246,0,1479656,0,0,0,0,0,14700,209103.33,31200,775246,0,0,0,0.049904003
C15831,0,32,M,597481.41,SENP,31-35,688,5,CA,11/29/2000,198,17,22,39,7,2,7,1,5,0,6800,636730,663890,284586,81637,1673643,0,0,0,0,0,3400,90961.43,132778,40655.14,81637,1,0,0.049978117
C19477,1,25,F,4053301.74,PROF,<25,667,3,SA,12/10/2000,198,8,5,13,1,1,1,0,2,1,1700,366990,35400,92860,0,496950,0,0,0,0,0,1700,366990,17700,92860,0,1,0,0.050157303
C1180,0,30,M,151013.51,SAL,26-30,610,16,SA,4/29/2012,61,6,6,12,1,1,0,0,4,0,17300,71670,35630,0,0,124600,0,0,0,0,0,17300,71670,8907.5,0,0,1,1,0.051156308
C14132,1,41,M,638.21,PROF,41-45,904,1,SA,12/12/2007,114,11,6,17,1,1,0,0,4,0,18800,490990,58510,0,0,568300,1,0,170,1,0,18800,490990,14627.5,0,0,1,0,0.051879393
C17316,0,53,M,868193.08,PROF,>50,140,6,SA,10/05/2000,200,4,5,9,1,1,1,0,2,0,18500,910050,39500,964505,0,1932555,1,0,0,0,1,18500,910050,19750,964505,0,1,0,0.052003258
C7016,0,54,M,271963.27,SAL,>50,654,10,SA,10/24/2014,31,13,7,20,3,1,1,0,2,1,14900,49260,65680,544048,0,673888,0,0,0,0,0,14900,16420,32840,544048,0,1,0,0.052410874
C19733,0,30,M,928063.98,PROF,26-30,130,6,SA,7/30/2002,178,10,5,15,2,1,1,0,1,0,14100,208400,0,388788,0,611288,0,0,0,0,0,14100,104200,0,388788,0,1,1,0.052697404
C11544,0,36,F,2390118.31,SAL,36-40,237,26,SA,12/30/2014,29,20,1,21,1,0,0,0,0,1,0,198670,0,0,0,198670,0,0,0,0,0,0,198670,0,0,0,1,1,0.052841448
C17965,0,24,F,626913.13,SENP,<25,113,9,CA,09/09/2010,81,18,23,41,10,3,7,1,2,1,10900,999800,23800,265418,6403,1306321,0,0,0,0,0,3633.33,99980,11900,37916.86,6403,1,0,0.053563101
C13284,1,36,F,57376.05,SELF-EMP,36-40,712,21,SA,12/29/2010,77,11,3,14,2,1,0,0,0,1,9200,187490,0,0,0,196690,1,0,0,0,0,9200,93745,0,0,0,1,0,0.053758761
C14602,0,43,M,94272.6,PROF,41-45,833,9,SA,05/01/1999,217,6,6,12,2,1,1,0,2,0,18600,386510,44560,829134,0,1278804,0,0,0,0,0,18600,193255,22280,829134,0,0,1,0.05410244
C11268,0,29,F,100768.71,SAL,26-30,246,19,SA,09/12/2007,117,6,5,11,1,1,1,0,2,1,15100,412230,89710,815268,0,1332308,0,0,0,0,0,15100,412230,44855,815268,0,0,1,0.054703897
C15425,1,38,M,214352.17,SAL,36-40,211,5,SA,10/31/2003,163,3,2,5,1,0,0,0,1,0,0,454200,0,0,0,454200,0,0,0,0,0,0,454200,0,0,0,0,0,0.05485288
C5502,0,51,M,368367.56,SAL,>50,739,10,CA,04/03/2013,50,15,18,33,8,2,0,1,7,0,37500,609020,206790,0,78065,931375,0,0,0,0,0,18750,76127.5,29541.43,0,78065,1,1,0.054897512
C9230,0,45,M,14264.84,SAL,41-45,256,11,CA,8/15/2003,166,64,63,127,6,13,19,24,1,0,185900,747340,75360,493421,121061,1623082,1,140,0,0,0,14300,124556.67,75360,25969.53,5044.21,1,0,0.055073231
C8772,0,25,M,98779.38,PROF,<25,272,21,SA,3/18/2005,146,12,3,15,0,2,1,0,0,0,2200,0,0,136078,0,138278,1,0,0,0,0,1100,0,0,136078,0,1,0,0.055790333
C5738,0,52,M,1674877.75,SENP,>50,338,26,SA,11/29/2002,174,14,1,15,1,0,0,0,0,0,0,248540,0,0,0,248540,0,0,0,0,0,0,248540,0,0,0,1,0,0.055861004
C7507,0,28,F,910652.13,SENP,26-30,201,18,SA,06/11/2007,120,2,2,4,0,0,0,0,2,0,0,0,21750,0,0,21750,0,0,0,0,0,0,0,10875,0,0,1,1,0.056268502
C1905,0,52,F,338769.13,SENP,>50,375,30,SA,11/30/2001,186,11,2,13,0,1,1,0,0,0,5400,0,0,842168,0,847568,0,0,0,0,0,5400,0,0,842168,0,0,0,0.056317442
C9767,0,42,F,1536376.41,PROF,41-45,528,25,SA,05/12/2002,181,11,3,14,2,1,0,0,0,0,19100,195430,0,0,0,214530,0,0,0,0,0,19100,97715,0,0,0,1,1,0.056554507
C4273,0,40,M,848900.79,SAL,36-40,289,22,SA,07/06/2003,167,6,2,8,1,0,0,1,0,0,0,20270,0,0,146554,166824,0,0,0,0,0,0,20270,0,0,146554,1,0,0.056585494
C6359,0,30,F,880302.93,SENP,26-30,146,28,CA,9/17/2004,153,21,2,23,2,0,0,0,0,0,0,794110,0,0,0,794110,0,0,0,0,0,0,397055,0,0,0,1,1,0.056837144
C14990,0,49,F,99775.99,SENP,46-50,841,9,SA,3/16/2011,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056853253
C6743,0,43,M,9649.39,SAL,41-45,546,16,SA,10/20/2007,115,8,6,14,3,1,1,0,1,0,4300,761970,0,157202,0,923472,0,0,0,0,0,4300,253990,0,157202,0,1,0,0.056959544
C1132,0,44,M,251266.15,SAL,41-45,258,15,SA,06/01/2003,168,13,7,20,3,1,1,0,2,1,13600,854720,11610,674924,0,1554854,0,0,0,0,0,13600,284906.67,5805,674924,0,1,1,0.057015244
C2103,0,52,M,1952749.75,SENP,>50,124,26,SA,01/12/2009,101,19,2,21,0,1,1,0,0,0,4200,0,0,773821,0,778021,1,0,0,0,0,4200,0,0,773821,0,1,1,0.057175263
C17014,0,21,O,50727.33,SAL,<25,702,8,CA,10/01/2002,176,7,7,14,2,1,0,0,4,1,19600,270410,55020,0,0,345030,0,0,0,0,0,19600,135205,13755,0,0,1,1,0.057762349
C14384,0,25,M,1068044.97,SAL,<25,519,9,SA,5/30/2000,204,3,2,5,0,0,0,0,2,0,0,0,11920,0,0,11920,0,0,0,0,0,0,0,5960,0,0,1,0,0.05806394
C12666,1,46,M,17719.62,SELF-EMP,46-50,638,12,CA,6/24/2007,119,29,27,56,2,3,8,2,12,0,24800,370120,4148780,837118.32,192267,5573085.32,0,0,0,0,0,8266.67,185060,345731.67,104639.79,96133.5,1,1,0.058171214
C9918,0,43,M,15697.56,SELF-EMP,41-45,879,30,SA,03/12/2006,135,10,4,14,0,0,1,2,1,1,0,0,84930,937527,139230,1161687,0,0,0,0,0,0,0,84930,937527,69615,1,0,0.058520322
C13080,1,47,F,182681.15,SELF-EMP,46-50,719,15,SA,06/11/2008,108,8,6,14,0,1,1,0,4,0,11800,0,22260,929699,0,963759,0,0,0,1,0,11800,0,5565,929699,0,1,1,0.058600522
C4999,0,52,M,40774.47,SELF-EMP,>50,374,30,CA,10/01/2000,200,69,2,71,2,0,0,0,0,1,0,486830,0,0,0,486830,1,0,0,0,0,0,243415,0,0,0,1,1,0.058808739
C12734,1,47,M,251213.09,SAL,46-50,938,20,SA,05/04/2004,157,8,6,14,0,1,1,0,4,0,17800,0,68160,569542,0,655502,0,0,0,0,0,17800,0,17040,569542,0,1,1,0.058879741
C12858,1,41,M,228693.5,PROF,41-45,291,19,CA,02/11/2004,160,64,2,65,1,1,0,0,0,0,0,286180,0,0,0,286180,1,0,0,0,0,0,286180,0,0,0,1,1,0.059268686
